0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.003180	-0.082657	-0.040184	-0.039816	-0.030137	-0.029862	-0.030137	-0.029862	-0.010000	0.040000
-0.035845	-0.205610	-0.121625	-0.118375	-0.091202	-0.088765	-0.091206	-0.088761	-0.030000	0.120000
-0.076311	-0.243658	-0.159126	-0.152328	-0.153204	-0.146654	-0.153229	-0.146627	-0.050000	0.200000
-0.000225	-0.171496	-0.084777	-0.079998	-0.215927	-0.203724	-0.216012	-0.203628	-0.070000	0.280000
-0.003411	-0.003222	-0.002455	-0.002317	-0.215927	-0.203724	-0.216012	-0.203628	-0.070000	0.360000
-0.007197	0.163692	0.079309	0.075921	-0.153204	-0.146654	-0.153229	-0.146627	-0.050000	0.440000
0.073360	0.242126	0.159749	0.155480	-0.091202	-0.088765	-0.091206	-0.088761	-0.030000	0.450000
0.150123	0.320368	0.238705	0.236524	-0.030137	-0.029862	-0.030137	-0.029862	-0.010000	0.450000
0.223437	0.398693	0.316157	0.319072	0.030138	0.029863	0.030138	0.029863	0.010000	0.450000
0.293853	0.477292	0.392230	0.402999	0.091235	0.088798	0.091239	0.088794	0.030000	0.450000
0.314671	0.525753	0.429363	0.469472	0.156916	0.143665	0.106091	0.096996	0.050000	0.450000
0.394883	0.476261	0.438535	0.504343	0.225281	0.196636	0.117191	0.101839	0.052618	0.450000
0.441861	0.506796	0.464264	0.535768	0.229610	0.199781	0.117407	0.101676	0.052618	0.450000
0.535115	0.414089	0.469594	0.530432	0.230412	0.204580	0.124054	0.109763	0.032618	0.450000
0.541618	0.408639	0.476630	0.523385	0.214963	0.196067	0.122213	0.111247	0.012618	0.450000
0.551914	0.400670	0.487253	0.512751	0.183103	0.174056	0.119535	0.113565	-0.007382	0.450000
0.563611	0.392452	0.498358	0.501643	0.150489	0.149501	0.116859	0.116091	-0.027382	0.450000
0.489276	0.471271	0.509321	0.490682	0.104595	0.100730	0.118615	0.114252	-0.027382	0.450000
0.468513	0.512917	0.504587	0.495413	0.058124	0.057065	0.056988	0.055950	-0.021193	0.450000
0.421060	0.564128	0.502647	0.497353	0.017413	0.017230	0.024987	0.024724	-0.003986	0.450000
0.520375	0.465427	0.511718	0.488283	0.009643	0.009200	0.054029	0.051550	-0.007674	0.450000
0.501534	0.482740	0.509521	0.490479	0.021344	0.020543	0.055794	0.053705	-0.007674	0.450000
0.476300	0.506893	0.507761	0.492239	0.024530	0.023778	0.056477	0.054748	-0.002349	0.450000
0.478336	0.504768	0.507591	0.492410	0.020409	0.019796	0.056458	0.054767	0.002454	0.450000
0.500615	0.482985	0.508521	0.491479	0.016413	0.015861	0.056559	0.054660	0.002359	0.450000
0.520234	0.463760	0.509251	0.490750	0.017710	0.017064	0.056637	0.054576	-0.002076	0.450000
0.504795	0.479664	0.510103	0.489898	0.014560	0.013981	0.056728	0.054477	-0.002677	0.450000
0.513595	0.471771	0.511736	0.488265	0.009528	0.009090	0.056903	0.054287	-0.004839	0.450000
0.601587	0.383821	0.522831	0.477179	0.020933	0.019081	0.099296	0.090566	-0.024839	0.450000
0.564687	0.420772	0.528370	0.471652	0.026875	0.023934	0.121247	0.108097	-0.034962	0.450000
0.624559	0.358466	0.546223	0.453912	0.026867	0.022110	0.189991	0.157058	-0.054962	0.450000
0.579717	0.372693	0.554384	0.445864	0.027231	0.021557	0.221420	0.176569	-0.066464	0.450000
0.622907	0.332996	0.559031	0.441262	0.026415	0.020470	0.222945	0.174167	-0.086464	0.450000
0.632160	0.361782	0.562051	0.438274	0.029800	0.022769	0.223922	0.172580	-0.102929	0.450000
0.635796	0.360740	0.565140	0.435219	0.032657	0.024591	0.224911	0.170933	-0.119155	0.450000
0.629535	0.368822	0.565490	0.434845	0.039437	0.029675	0.216501	0.164317	-0.133650	0.450000
0.630819	0.368184	0.566210	0.434133	0.052421	0.039305	0.216721	0.163944	-0.148177	0.450000
0.588471	0.405309	0.558966	0.441295	0.091990	0.071358	0.210270	0.164363	-0.155312	0.450000
0.460147	0.527719	0.551574	0.448624	0.104763	0.084058	0.207971	0.167942	-0.135312	0.450000
0.440313	0.538155	0.537773	0.462332	0.146033	0.124600	0.203508	0.174325	-0.115312	0.450000
0.426161	0.546358	0.527372	0.472683	0.170350	0.152042	0.199988	0.178892	-0.095312	0.450000
0.413599	0.554255	0.517664	0.482358	0.190724	0.177364	0.196574	0.182980	-0.075312	0.450000
0.403292	0.561215	0.509269	0.490737	0.205114	0.197509	0.193516	0.186386	-0.055312	0.450000
0.395311	0.566926	0.502429	0.497571	0.213126	0.211039	0.190947	0.189078	-0.035312	0.450000
0.385780	0.574052	0.494033	0.505970	0.232462	0.226956	0.192340	0.187749	-0.015312	0.450000
0.415667	0.541324	0.477771	0.522266	0.302884	0.277544	0.198973	0.181824	-0.005855	0.450000
0.349986	0.605057	0.459147	0.540979	0.379085	0.324354	0.207164	0.175464	0.014145	0.450000
0.333877	0.621505	0.440447	0.559835	0.459652	0.369067	0.216119	0.169482	0.034145	0.450000
0.424664	0.536874	0.430271	0.570122	0.512732	0.398839	0.221327	0.166389	0.034145	0.450000
0.420941	0.543122	0.421822	0.578680	0.556596	0.422342	0.225851	0.163899	0.034145	0.450000
0.418776	0.547262	0.416082	0.584502	0.586199	0.437710	0.229033	0.162247	0.034145	0.450000
0.418607	0.547607	0.415598	0.584993	0.588684	0.438983	0.229305	0.162109	0.034145	0.450000
0.420912	0.544153	0.418705	0.582054	0.608874	0.458983	0.267132	0.190925	0.034145	0.450000
0.418845	0.548976	0.411925	0.588978	0.643444	0.476328	0.271662	0.188644	0.034145	0.450000
0.412711	0.563016	0.394372	0.606981	0.730777	0.518297	0.284166	0.182954	0.034578	0.450000
0.414931	0.562285	0.392187	0.609230	0.741430	0.523273	0.285805	0.182267	0.034578	0.450000
0.414519	0.564720	0.388380	0.613154	0.759859	0.531813	0.288711	0.181080	0.034578	0.450000
0.414519	0.564720	0.388380	0.613154	0.759859	0.531813	0.288711	0.181080	0.034578	0.450000
0.454945	0.530365	0.388950	0.612533	0.759180	0.532130	0.288222	0.181286	0.027826	0.450000
0.505945	0.486540	0.390297	0.611077	0.757592	0.532887	0.287087	0.181767	0.012591	0.450000
0.415601	0.562740	0.390297	0.611077	0.757592	0.532887	0.287087	0.181767	0.012591	0.450000
0.414876	0.568787	0.380515	0.621142	0.802534	0.552922	0.294709	0.178782	0.012591	0.450000
0.279213	0.689816	0.341050	0.660821	0.915262	0.582403	0.240251	0.122867	0.031141	0.450000
0.408628	0.602778	0.327354	0.674137	0.942891	0.584073	0.198765	0.095852	0.031141	0.450000
0.409373	0.604715	0.323224	0.678367	0.959645	0.591284	0.201362	0.095249	0.031141	0.450000
0.409846	0.606464	0.319673	0.681962	0.972290	0.596150	0.200699	0.093388	0.031141	0.450000
0.409566	0.607388	0.318307	0.683250	0.973897	0.595417	0.194160	0.089823	0.031141	0.450000
0.408257	0.605270	0.323333	0.678046	0.951479	0.584922	0.186690	0.088463	0.031141	0.450000
0.407055	0.602463	0.329456	0.671769	0.925207	0.573185	0.181071	0.088292	0.031141	0.450000
0.406908	0.602042	0.330340	0.670866	0.921445	0.571533	0.180439	0.088344	0.031141	0.450000
