1.091396	-2.199137	-31.403158	-5.419244	-39.999208
1.091412	-2.199097	-31.403120	-5.419346	-39.999077
1.091423	-2.199046	-31.403104	-5.419338	-39.999082
1.091429	-2.199066	-31.403145	-5.419340	-39.999081
1.091434	-2.199094	-31.403164	-5.419405	-39.999079
1.091292	-2.199089	-31.403146	-5.419450	-46.781083
2.433219	-2.199076	-31.403081	-5.419483	-46.781091
2.433244	-2.199034	-31.403090	-5.419385	-46.781112
2.433280	-2.199031	-31.403077	-18.904346	-46.781133
2.433271	-2.199042	-31.403058	-18.904331	-46.781151
2.433257	1.713591	-41.633447	-18.904319	-46.781098
2.433266	1.713620	-41.633435	-18.904307	-46.491348
2.433278	1.713641	-41.633424	-18.904263	-46.491441
2.433308	1.713653	-41.633414	-18.904243	-46.491374
2.433316	1.713669	-41.633400	-0.000089	-46.491583
2.433319	1.713659	-41.633385	-0.000026	-46.491714
2.433410	1.634495	-33.852783	-0.000010	-46.491696
8.157369	1.634490	-33.852763	0.000009	-46.491839
8.157382	1.634487	-33.852684	0.000032	-46.491670
8.157392	1.634496	-33.852636	0.000050	-46.491675
8.157404	1.634498	-33.852590	-0.000054	-46.491666
8.157397	1.710882	-30.397026	-0.000083	-46.489528
5.137227	1.710866	-30.396989	-0.000097	-49.998101
5.137225	1.710819	-30.396944	-0.000121	-49.998105
5.137230	1.710840	-30.396930	4.657655	-49.998070
5.137241	1.710886	-30.396886	4.657671	-49.997817
5.137246	1.710894	-30.396845	4.657662	-49.997833
3.344865	1.710775	-30.396818	4.657669	-48.690054
3.344883	1.422629	-25.535630	4.657675	-48.690323
3.344885	1.422668	-25.535576	4.651731	-48.690489
3.344887	1.422618	-25.535573	4.657375	-48.690501
3.344896	1.422606	-25.535527	4.657525	-48.690504
3.344873	1.422581	-25.536581	4.657565	-48.690372
3.344891	1.422693	-25.536670	14.657597	-46.728532
0.860043	1.422607	-25.536488	14.657561	-46.728834
0.860117	1.422468	-25.536435	14.657581	-46.728924
0.860180	0.233034	-15.536450	14.657598	-46.728930
0.860192	0.233038	-15.536404	14.657609	-46.728925
0.860023	0.233086	-15.536390	14.657622	-46.729028
0.860047	0.233137	-15.536396	14.657652	-43.916633
0.860096	0.233160	-15.536369	14.657667	-43.917117
0.860094	0.233163	-15.536358	14.657684	-43.916785
-7.891783	0.233143	-15.536339	24.657700	-43.916801
-7.891761	0.233132	-15.536330	24.657759	-43.913422
-7.891715	0.233122	-15.536322	24.657784	-43.913544
-7.891675	-0.468083	-5.536314	24.657834	-43.914840
-7.891650	-0.468119	-5.536275	24.657860	-43.915576
-7.891634	-0.468127	-5.536263	24.657930	-33.916275
-7.891609	-0.468145	-5.536242	14.657870	-33.916988
-7.891595	-0.468153	-5.536232	14.657874	-33.917095
-7.891581	-0.467314	-5.535863	14.657875	-33.916914
-9.671631	1.169292	-15.535868	14.657874	-33.916835
-9.671597	1.169295	-15.535846	14.657874	-33.916772
-9.671583	1.169314	-15.535838	14.657873	-33.916763
-9.671553	1.169330	-15.535833	11.662260	-33.916794
-9.671538	1.169342	-15.535830	11.662257	-33.916828
-9.672042	1.169349	-15.535830	11.662254	-27.171558
0.327829	0.333593	-12.277196	11.662248	-27.171920
0.327820	0.333608	-12.277199	11.662246	-27.171954
0.327844	0.333601	-12.277204	11.662244	-27.172012
0.327865	0.333582	-12.277215	11.662243	-27.172044
0.327885	0.333571	-12.277220	11.662237	-27.171804
0.327902	0.333562	-12.277227	11.662231	-37.171519
-1.163747	0.333547	-12.277268	8.154069	-37.171701
-1.163738	0.333539	-12.277251	8.154074	-37.171781
-1.163726	0.333423	-12.277269	8.154079	-37.171780
-1.163705	0.529499	-11.577684	8.154091	-37.171756
-1.163694	0.529493	-11.577699	8.154095	-37.171728
-1.163684	0.529474	-11.577717	8.154093	-39.686335
-1.163675	0.529537	-11.577740	8.154072	-39.686286
-1.163663	0.529566	-11.577763	8.154059	-39.686281
-1.163647	0.529558	-11.577780	13.472444	-39.686265
-0.633255	0.529513	-11.577784	13.472426	-39.686253
-0.633216	0.529484	-11.577783	13.472410	-39.686250
-0.633179	-0.281275	-1.577779	13.472408	-39.686341
-0.633173	-0.281285	-1.577767	13.472402	-39.686310
-0.633164	-0.281336	-1.577762	7.202828	-39.686456
-0.633156	-0.281326	-1.577750	7.202822	-41.300850
-0.633148	-0.281316	-1.577744	7.202793	-41.300959
-0.633130	0.317010	2.902826	7.202764	-41.301056
-6.304272	0.317020	2.902836	7.202749	-41.301072
-6.304235	0.317031	2.902871	7.202725	-41.301022
-6.304215	0.317044	2.902912	7.202712	-41.301010
-6.304207	0.317046	2.902944	4.409646	-41.301051
-6.304190	0.317049	2.902958	4.409664	-41.301143
-6.304181	0.317049	2.902968	4.409733	-32.827709
-3.834599	0.420868	7.787809	4.409779	-32.828012
-3.834583	0.420868	7.787788	4.409850	-32.828093
-3.834578	0.420870	7.787744	4.409892	-32.828141
-3.834572	0.420876	7.787733	-0.159943	-32.828197
-3.834572	0.420877	7.787716	-0.159981	-32.828240
-3.834577	0.420876	7.787670	-0.160005	-38.050736
-3.880129	0.812638	1.501205	-0.160021	-38.050812
-3.880134	0.812629	1.501133	-0.160038	-38.050955
-3.880140	0.812639	1.501041	-0.160123	-38.051029
-3.880145	0.812663	1.501034	-1.910056	-38.051026
-3.880136	0.812705	1.501051	-1.910046	-38.051028
-3.880133	0.813447	1.501352	-1.910048	-38.459095
-1.476552	0.605985	11.501161	-1.910053	-38.459045
-1.476564	0.605925	11.501181	-1.910096	-38.459016
-1.476607	0.605877	11.501237	-1.910129	-38.458973
-1.476636	0.605844	11.501284	-2.700506	-38.458936
-1.476703	0.605814	11.501350	-2.700517	-38.458938
-1.477133	0.605829	11.501364	-2.700515	-42.300334
-1.477059	0.605845	11.501380	-2.700515	-42.300177
-2.239505	0.696728	1.501408	-2.700514	-42.299982
-2.239465	0.696734	1.501409	-2.700512	-42.299835
-2.239404	0.696732	1.501408	-2.700510	-42.299642
-2.239377	0.696729	1.501404	-2.700507	-42.299419
-2.239393	0.696725	1.501398	-2.700503	-42.299370
-2.239407	0.696720	1.501391	-2.205978	-40.965207
0.057446	0.696714	1.501384	-2.205976	-40.965526
0.057446	0.696700	1.501371	-2.205973	-40.965491
0.057455	0.576823	6.781932	-2.205970	-40.965712
0.057461	0.576799	6.781938	-1.664617	-40.965726
0.057466	0.576784	6.781940	-1.664617	-40.965687
0.057471	0.576769	6.781940	-1.664614	-45.007715
0.057476	0.631289	16.781948	-1.664609	-45.007647
0.057486	0.631275	16.781976	-1.799461	-45.007618
0.025653	0.631196	16.781980	-1.799458	-45.007592
0.025666	0.631213	16.781980	-1.799449	-45.007552
0.025674	1.162433	9.870808	-1.799446	-45.007536
0.025682	1.162451	9.870801	-1.799447	-45.007523
-1.044287	1.162459	9.870789	-1.799441	-45.007512
-1.044286	1.162476	9.870780	-1.479784	-44.977033
-1.044282	1.162487	9.870776	-1.479775	-44.977043
-1.044281	1.162500	9.870774	-1.479765	-44.977057
-0.304677	1.399076	19.870766	-1.479760	-44.977071
-0.304679	1.399007	19.870778	-1.479756	-43.860496
-0.304680	1.399006	19.870765	-1.812513	-43.860519
-0.304686	1.399006	19.870759	-1.812503	-43.860546
-0.304690	1.399007	19.870747	-1.812500	-43.860554
-0.304696	1.677468	25.116144	-1.812498	-45.767322
-2.594045	1.677450	25.116110	-1.812497	-45.767316
-2.594017	1.677459	25.116072	-2.333299	-45.767316
-2.593998	1.677465	25.116057	-2.333298	-45.767313
-2.593991	1.677468	25.116052	-2.333300	-45.767309
-2.593989	1.738637	15.116049	-2.333301	-45.767309
-2.113599	1.738651	15.116053	-2.333303	-45.767307
-2.113590	1.738697	15.116047	-2.333306	-43.329592
-2.113600	1.738666	15.116045	-2.234723	-43.329604
-2.113605	1.738641	15.116046	-2.234721	-43.329596
-2.113606	1.738527	15.116055	-2.234720	-43.329588
0.424321	1.738292	15.116086	-2.234698	-44.844625
0.424324	1.614867	6.026402	-1.730890	-44.844619
0.424330	1.614860	6.026418	-1.730882	-44.844599
0.424348	1.615011	6.026390	-1.730884	-44.844576
0.424360	1.322445	12.612412	-1.643653	-44.844569
0.424468	1.322589	12.612401	-1.643660	-48.609070
0.424896	1.322460	12.612395	-1.643663	-48.609049
1.004800	1.322512	12.612387	-1.643662	-48.609044
1.004731	1.148793	6.742497	-1.643660	-48.609041
1.004531	1.148707	6.742500	-1.643661	-48.609046
1.013831	1.148699	6.742504	-1.406136	-48.609104
1.013841	1.148692	6.742511	-1.406133	-48.609282
1.013864	1.148691	6.742512	-1.406131	-48.963442
