0.000000	0.000000	0.000000	0.000000
0.048831	0.136710	0.099005	0.075409
0.048831	0.136710	0.099005	0.075409
0.048831	0.136710	0.099005	0.075409
0.048831	0.136710	0.099005	0.075409
0.048831	0.136710	0.099005	0.075409
0.087065	-0.032728	0.031996	0.028629
0.081649	-0.030683	0.030017	0.026938
0.081697	-0.030684	0.030057	0.027122
0.081697	-0.030684	0.030057	0.027122
-0.093700	-0.043233	0.099647	-0.031914
-0.093700	-0.043233	0.099647	-0.031914
-0.264281	-0.004099	0.100079	-0.003146
-0.264281	-0.004099	0.100079	-0.003146
-0.269726	0.000678	0.092808	-0.001349
-0.289107	-0.012866	0.054686	0.010673
-0.267836	-0.008906	0.041199	0.030246
-0.267836	-0.008906	0.041199	0.030246
-0.192358	-0.006890	0.035929	0.054036
-0.192358	-0.006890	0.035929	0.054036
-0.049674	-0.009306	0.031869	0.081690
-0.049674	-0.009306	0.031869	0.081690
0.043123	-0.004280	0.004922	0.049106
0.043123	-0.004280	0.004922	0.049106
0.043123	-0.004280	0.004922	0.049106
0.043123	-0.004280	0.004922	0.049106
0.061451	-0.000019	-0.026786	-0.028333
0.061451	-0.000019	-0.026786	-0.028333
0.084262	0.003228	-0.070038	-0.049401
0.084262	0.003228	-0.070038	-0.049401
0.136721	0.007708	-0.134969	-0.091857
0.136721	0.007708	-0.134969	-0.091857
0.140855	-0.027395	-0.138631	-0.139093
0.140855	-0.027395	-0.138631	-0.139093
0.140855	-0.027395	-0.138631	-0.139093
0.140855	-0.027395	-0.138631	-0.139093
0.140855	-0.027395	-0.138631	-0.139093
0.106072	-0.026251	-0.113857	-0.120565
0.036080	-0.029668	0.040859	-0.020407
0.036080	-0.029668	0.040859	-0.020407
0.036080	-0.029668	0.040859	-0.020407
0.036080	-0.029668	0.040859	-0.020407
0.012945	-0.033311	0.049272	-0.015504
0.012945	-0.033311	0.049272	-0.015504
0.010431	-0.035453	0.079631	-0.018208
0.010431	-0.035453	0.079631	-0.018208
0.010431	-0.035453	0.079631	-0.018208
0.010431	-0.035453	0.079631	-0.018208
0.005288	-0.037340	0.099619	-0.020083
0.007096	-0.038287	0.106857	-0.018840
-0.000900	-0.047704	0.137823	-0.014300
-0.000900	-0.047704	0.137823	-0.014300
-0.006713	-0.048786	0.150650	-0.013396
-0.010176	-0.049720	0.164371	-0.012640
-0.010176	-0.049720	0.164371	-0.012640
-0.010176	-0.049720	0.164371	-0.012640
-0.010176	-0.049720	0.164371	-0.012640
-0.010176	-0.049720	0.164371	-0.012640
-0.010176	-0.049720	0.164371	-0.012640
0.050360	-0.045891	0.113709	-0.056528
0.050360	-0.045891	0.113709	-0.056528
0.098835	-0.033173	0.030964	-0.090031
0.187090	-0.028979	-0.041951	-0.094243
0.200231	-0.028707	-0.052186	-0.101632
0.210945	-0.028301	-0.062085	-0.109700
0.353249	-0.020230	-0.164883	-0.147177
0.353249	-0.020230	-0.164883	-0.147177
0.353770	-0.019161	-0.173347	-0.154154
0.366176	-0.019790	-0.213498	-0.182442
0.366176	-0.019790	-0.213498	-0.182442
0.366176	-0.019790	-0.213498	-0.182442
0.416116	-0.016100	-0.279689	-0.227282
0.416116	-0.016100	-0.279689	-0.227282
0.274640	-0.031898	-0.255483	-0.166900
0.274640	-0.031898	-0.255483	-0.166900
0.128455	-0.039750	-0.197800	-0.125350
0.128455	-0.039750	-0.197800	-0.125350
0.081828	-0.041451	-0.049673	-0.081332
0.081828	-0.041451	-0.049673	-0.081332
0.062048	-0.049053	0.038674	-0.031207
0.062048	-0.049053	0.038674	-0.031207
0.046882	-0.040428	0.079953	-0.009687
0.046882	-0.040428	0.079953	-0.009687
0.051952	-0.039629	0.093333	-0.005470
0.051952	-0.039629	0.093333	-0.005470
0.071841	-0.043367	0.112473	-0.002222
0.046386	-0.037680	0.063437	-0.034462
0.046386	-0.037680	0.063437	-0.034462
0.046386	-0.037680	0.063437	-0.034462
0.055922	-0.033422	0.041863	-0.030410
0.055922	-0.033422	0.041863	-0.030410
0.054156	-0.037585	0.039658	-0.017415
0.054156	-0.037585	0.039658	-0.017415
0.040753	-0.043002	0.034703	-0.009237
0.040753	-0.043002	0.034703	-0.009237
0.038013	-0.043172	0.036794	-0.010818
0.038013	-0.043172	0.036794	-0.010818
0.038013	-0.043172	0.036794	-0.010818
0.038013	-0.043172	0.036794	-0.010818
0.038530	-0.042898	0.035217	-0.009042
0.038530	-0.042898	0.035217	-0.009042
0.039322	-0.042583	0.032058	-0.007123
0.039322	-0.042583	0.032058	-0.007123
0.038433	-0.043500	0.030567	-0.006143
0.038433	-0.043500	0.030567	-0.006143
0.037947	-0.044973	0.030264	-0.005750
0.037947	-0.044973	0.030264	-0.005750
0.039647	-0.043685	0.028202	-0.004438
0.039647	-0.043685	0.028202	-0.004438
0.040095	-0.043082	0.026572	-0.003502
0.040095	-0.043082	0.026572	-0.003502
0.040598	-0.042199	0.024189	-0.002188
0.040598	-0.042199	0.024189	-0.002188
0.040598	-0.042199	0.024189	-0.002188
0.041385	-0.041294	0.022742	-0.001554
0.041385	-0.041294	0.022742	-0.001554
0.041385	-0.041294	0.022742	-0.001554
0.041118	-0.040049	0.018537	0.001495
0.041118	-0.040049	0.018537	0.001495
0.041652	-0.039801	0.017496	0.002780
0.041652	-0.039801	0.017496	0.002780
0.043159	-0.038418	0.016785	0.004042
0.043159	-0.038418	0.016785	0.004042
0.044166	-0.037968	0.015488	0.003999
0.044166	-0.037968	0.015488	0.003999
0.043041	-0.025734	0.012125	0.004648
0.043041	-0.025734	0.012125	0.004648
0.040965	-0.028948	0.010617	0.006681
0.040965	-0.028948	0.010617	0.006681
0.041211	-0.029194	0.010231	0.006693
0.041211	-0.029194	0.010231	0.006693
0.042004	-0.028398	0.009333	0.006717
0.042004	-0.028398	0.009333	0.006717
0.042004	-0.028398	0.009333	0.006717
0.042004	-0.028398	0.009333	0.006717
0.042004	-0.028398	0.009333	0.006717
0.042004	-0.028398	0.009333	0.006717
0.042399	-0.028437	0.008994	0.006557
0.042399	-0.028437	0.008994	0.006557
0.042507	-0.028143	0.008676	0.006482
0.042237	-0.027987	0.008483	0.006678
0.042146	-0.028001	0.008341	0.006773
0.042146	-0.028001	0.008341	0.006773
0.042290	-0.028091	0.008249	0.006751
0.042290	-0.028091	0.008249	0.006751
0.043244	-0.027775	0.007920	0.006284
0.043244	-0.027775	0.007920	0.006284
0.043790	-0.027997	0.007689	0.005725
0.043790	-0.027997	0.007689	0.005725
0.043804	-0.028080	0.007670	0.005660
0.043804	-0.028080	0.007670	0.005660
0.043480	-0.027520	0.007511	0.005768
0.043480	-0.027520	0.007511	0.005768
0.825441	0.762121	0.803726	0.809789
0.825441	0.762121	0.803726	0.809789
0.825622	0.761345	0.803820	0.809626
0.825442	0.761117	0.803828	0.809623
