0.000000	0.000000	0.000000
-9.822115	0.010313	0.092656
-9.811361	0.011312	0.092656
-9.793437	0.012978	0.092656
-9.768344	0.015310	0.092656
-9.736080	0.018308	0.092656
-9.696648	0.021972	0.092656
-9.656319	0.025719	0.092656
-9.615880	0.027789	0.056731
-9.575407	0.029334	0.038143
-9.534934	0.030878	0.038143
-9.476496	0.033108	0.038143
-9.436023	0.034653	0.038143
-9.395550	0.036197	0.038143
-9.355076	0.037742	0.038143
-9.314603	0.039286	0.038143
-9.274112	0.039920	0.027147
-9.198712	0.039920	0.000000
-9.158209	0.039920	0.000000
-9.117705	0.039920	0.000000
-9.077201	0.039920	0.000000
-9.036698	0.039920	0.000000
-8.996194	0.039920	0.000000
-8.955694	0.039790	-0.001709
-8.915241	0.037981	-0.022809
-8.840888	0.034655	-0.044700
-8.800435	0.032845	-0.044700
-8.759981	0.031036	-0.044700
-8.719527	0.029226	-0.044700
-8.679073	0.027417	-0.044700
-8.638594	0.026094	-0.037860
-8.598094	0.025159	-0.027705
-8.557594	0.024224	-0.023073
-8.487310	0.022603	-0.023073
-8.446810	0.021668	-0.023073
-8.406310	0.020733	-0.023073
-8.365886	0.020979	-0.005101
-8.325830	0.026881	0.084742
-8.285774	0.032782	0.146287
-8.217203	0.042886	0.146287
-8.177146	0.048788	0.146287
-8.137090	0.054689	0.146287
-8.097033	0.060591	0.146287
-8.056977	0.066493	0.146287
-8.019800	0.082539	0.278576
-7.953320	0.111372	0.409235
-7.916163	0.127488	0.409235
-7.879005	0.143604	0.409235
-7.841848	0.159720	0.409235
-7.804691	0.175836	0.409235
-7.767534	0.191952	0.409235
-7.733137	0.212717	0.477577
-7.674893	0.258292	0.663975
-7.642991	0.283256	0.663975
-7.611088	0.308219	0.663975
-7.579186	0.333183	0.663975
-7.547283	0.358146	0.663975
-7.515380	0.383110	0.663975
-7.483478	0.408074	0.663975
-7.451788	0.433234	0.667374
-7.408192	0.498240	0.980052
-7.385637	0.531872	0.980052
-7.363082	0.565505	0.980052
-7.340527	0.599137	0.980052
-7.317972	0.632770	0.980052
-7.295417	0.666402	0.980052
-7.272862	0.700034	0.980052
-7.250307	0.733667	0.980052
-7.228030	0.767462	0.983637
-7.191764	0.839400	1.103862
-7.173533	0.875566	1.103862
-7.155301	0.911732	1.103862
-7.137069	0.947898	1.103862
-7.118838	0.984063	1.103862
-7.100606	1.020229	1.103862
-7.082374	1.056395	1.103862
-7.064142	1.092561	1.103862
-7.045911	1.128726	1.103862
-7.027679	1.164892	1.103862
-7.015663	1.203451	1.165252
-6.992842	1.286314	1.302056
-6.982089	1.325359	1.302056
-6.971336	1.364405	1.302056
-6.960583	1.403450	1.302056
-6.949830	1.442495	1.302056
-6.939076	1.481540	1.302056
-6.928323	1.520586	1.302056
-6.917570	1.559631	1.302056
-6.906817	1.598676	1.302056
-6.889645	1.686232	1.457932
-6.885084	1.726470	1.457932
-6.880524	1.766709	1.457932
-6.875963	1.806947	1.457932
-6.871402	1.847185	1.457932
-6.866841	1.887424	1.457932
-6.862280	1.927662	1.457932
-6.857719	1.967901	1.457932
-6.853158	2.008139	1.457932
-6.848598	2.048378	1.457932
-6.838934	2.137848	1.679289
-6.843320	2.178112	1.679289
-6.847705	2.218376	1.679289
-6.852091	2.258640	1.679289
-6.856476	2.298904	1.679289
-6.860862	2.339169	1.679289
-6.865248	2.379433	1.679289
-6.869633	2.419697	1.679289
-6.874019	2.459961	1.679289
-6.878404	2.500225	1.679289
-6.882790	2.540490	1.679289
-6.887176	2.580754	1.679289
-6.901938	2.671231	1.880666
-6.914290	2.709807	1.880666
-6.926641	2.748383	1.880666
-6.938992	2.786958	1.880666
-6.951343	2.825534	1.880666
-6.963695	2.864109	1.880666
-6.976046	2.902685	1.880666
-6.988397	2.941261	1.880666
-7.000749	2.979836	1.880666
-7.013100	3.018412	1.880666
-7.025451	3.056988	1.880666
-7.037802	3.095563	1.880666
-7.074147	3.178465	2.043198
-7.092573	3.214524	2.043198
-7.110999	3.250583	2.043198
-7.129425	3.286643	2.043198
-7.147851	3.322702	2.043198
-7.166277	3.358761	2.043198
-7.184703	3.394821	2.043198
-7.203129	3.430880	2.043198
-7.221555	3.466939	2.043198
-7.239981	3.502998	2.043198
-7.258407	3.539058	2.043198
-7.304412	3.616934	2.148614
-7.326536	3.650864	2.148614
-7.348661	3.684793	2.148614
-7.370785	3.718723	2.148614
-7.392909	3.752653	2.148614
-7.415033	3.786583	2.148614
-7.437157	3.820513	2.148614
-7.459281	3.854443	2.148614
-7.481405	3.888373	2.148614
-7.503530	3.922303	2.148614
-7.525654	3.956233	2.148614
-7.574223	4.029785	2.155983
-7.596589	4.063541	2.155983
-7.618956	4.097297	2.155983
-7.641323	4.131053	2.155983
-7.663690	4.164808	2.155983
-7.686057	4.198564	2.155983
-7.708424	4.232320	2.155983
-7.730790	4.266076	2.155983
-7.753157	4.299832	2.155983
-7.775524	4.333588	2.155983
-7.819610	4.408285	2.077501
-7.839265	4.443697	2.077501
-7.858921	4.479109	2.077501
-7.878576	4.514521	2.077501
-7.898231	4.549934	2.077501
-7.917886	4.585346	2.077501
-7.937541	4.620758	2.077501
-7.957196	4.656170	2.077501
-7.976851	4.691582	2.077501
-7.996506	4.726994	2.077501
-8.016161	4.762406	2.077501
-8.057815	4.844593	1.984569
-8.074096	4.881670	1.984569
-8.090377	4.918746	1.984569
-8.106659	4.955823	1.984569
-8.122940	4.992899	1.984569
-8.139221	5.029976	1.984569
-8.155502	5.067052	1.984569
-8.171783	5.104129	1.984569
-8.188065	5.141206	1.984569
-8.204346	5.178282	1.984569
-8.220627	5.215359	1.984569
-8.254000	5.300210	1.841840
-8.264845	5.339237	1.841840
-8.275690	5.378264	1.841840
-8.286534	5.417291	1.841840
-8.297379	5.456318	1.841840
-8.308224	5.495345	1.841840
-8.319069	5.534372	1.841840
-8.329914	5.573399	1.841840
-8.340759	5.612425	1.841840
-8.351604	5.651452	1.841840
-8.362449	5.690479	1.841840
-8.373293	5.729506	1.841840
-8.400408	5.827083	-1.299753
-8.410718	5.866224	1.724882
-8.416934	5.906242	1.724882
-8.423149	5.946259	1.724882
-8.429364	5.986276	1.724882
-8.435580	6.026294	1.724882
-8.441795	6.066311	1.724882
-8.448010	6.106328	1.724882
-8.454226	6.146346	1.724882
-8.460441	6.186363	1.724882
-8.466656	6.226380	1.724882
-8.472872	6.266398	1.724882
-8.479087	6.306415	1.724882
-8.493672	6.400322	-1.416711
-8.495400	6.440791	1.612959
-8.497107	6.481262	1.612959
-8.498814	6.521732	1.612959
-8.500522	6.562203	1.612959
-8.502229	6.602674	1.612959
-8.503936	6.643144	1.612959
-8.505644	6.683615	1.612959
-8.507351	6.724086	1.612959
-8.509059	6.764557	1.612959
-8.510766	6.805027	1.612959
-8.512473	6.845498	1.612959
-8.516511	6.941199	-1.528634
-8.514319	6.981569	1.477878
-8.510561	7.021899	1.477878
-8.506803	7.062230	1.477878
-8.503044	7.102560	1.477878
-8.499286	7.142890	1.477878
-8.495528	7.183221	1.477878
-8.491770	7.223551	1.477878
-8.488011	7.263881	1.477878
-8.484253	7.304211	1.477878
-8.480495	7.344542	1.477878
-8.476737	7.384872	1.477878
-8.466061	7.474773	1.379913
-8.458378	7.514534	1.379913
-8.450694	7.554295	1.379913
-8.443011	7.594055	1.379913
-8.435328	7.633816	1.379913
-8.427645	7.673577	1.379913
-8.419962	7.713338	1.379913
-8.412278	7.753099	1.379913
-8.404595	7.792859	1.379913
-8.396912	7.832620	1.379913
-8.389229	7.872381	1.379913
-8.371044	7.962501	1.239341
-8.357878	8.000760	1.239341
-8.344711	8.039018	1.239341
-8.331544	8.077276	1.239341
-8.318378	8.115535	1.239341
-8.305211	8.153793	1.239341
-8.292044	8.192051	1.239341
-8.278878	8.230310	1.239341
-8.265711	8.268568	1.239341
-8.252544	8.306826	1.239341
-8.239378	8.345085	1.239341
-8.226211	8.383343	1.239341
-8.189928	8.464515	1.092845
-8.171273	8.500527	1.092845
-8.152619	8.536538	1.092845
-8.133965	8.572550	1.092845
-8.115310	8.608561	1.092845
-8.096656	8.644572	1.092845
-8.078002	8.680584	1.092845
-8.059348	8.716595	1.092845
-8.040693	8.752607	1.092845
-8.022039	8.788618	1.092845
-7.973693	8.856920	0.923576
-7.949294	8.889201	0.923576
-7.924895	8.921482	0.923576
-7.900496	8.953763	0.923576
-7.876097	8.986044	0.923576
-7.851697	9.018325	0.923576
-7.827298	9.050607	0.923576
-7.802899	9.082888	0.923576
-7.778500	9.115169	0.923576
-7.724174	9.175716	0.818009
-7.696470	9.205288	0.818009
-7.668767	9.234860	0.818009
-7.641063	9.264432	0.818009
-7.613360	9.294004	0.818009
-7.585656	9.323576	0.818009
-7.557952	9.353148	0.818009
-7.530249	9.382720	0.818009
-7.502545	9.412292	0.818009
-7.472107	9.438922	0.775930
-7.409186	9.489394	0.676051
-7.377569	9.514756	0.676051
-7.345952	9.540117	0.676051
-7.314335	9.565479	0.676051
-7.282719	9.590840	0.676051
-7.251102	9.616202	0.676051
-7.219485	9.641563	0.676051
-7.187868	9.666924	0.676051
-7.152790	9.687111	0.611356
-7.083570	9.726733	0.519887
-7.048440	9.746842	0.519887
-7.013310	9.766951	0.519887
-6.978180	9.787060	0.519887
-6.943050	9.807169	0.519887
-6.907919	9.827278	0.519887
-6.872789	9.847387	0.519887
-6.837564	9.867286	0.517327
-6.799239	9.880312	0.438620
-6.722871	9.906267	0.327628
-6.684546	9.919293	0.327628
-6.646220	9.932319	0.327628
-6.607895	9.945345	0.327628
-6.569569	9.958371	0.327628
-6.531243	9.971397	0.327628
-6.492918	9.984423	0.327628
-6.454031	9.995206	0.302020
-6.413942	10.001191	0.230958
-6.373853	10.007176	0.171798
-6.333764	10.013161	0.148193
-6.254774	10.024953	0.148193
-6.214685	10.030938	0.148193
-6.174596	10.036922	0.148193
-6.134507	10.042907	0.148193
-6.094418	10.048892	0.148193
-6.054248	10.051931	0.116515
-6.013903	10.048521	0.026489
-5.973558	10.045112	-0.048936
-5.933213	10.041703	-0.084307
-5.892868	10.038293	-0.084307
-5.812278	10.031483	-0.084307
-5.771933	10.028073	-0.084307
-5.731588	10.024664	-0.084307
-5.691243	10.021254	-0.084307
-5.651459	10.014408	-0.121822
-5.612002	10.005561	-0.172768
-5.572545	9.996715	-0.215405
-5.533089	9.987868	-0.220562
-5.493632	9.979022	-0.220562
-5.454175	9.970175	-0.220562
-5.414718	9.961328	-0.220562
-5.337071	9.943919	-0.220562
-5.297614	9.935073	-0.220562
-5.260150	9.919995	-0.289279
-5.223117	9.903571	-0.359919
-5.186083	9.887147	-0.417437
-5.149050	9.870722	-0.417437
-5.112017	9.854298	-0.417437
-5.074983	9.837873	-0.417437
-5.001739	9.805390	-0.417437
-4.964706	9.788965	-0.417437
-4.929681	9.768730	-0.466274
-4.894913	9.748007	-0.511829
-4.860146	9.727283	-0.537515
-4.825378	9.706559	-0.537515
-4.790610	9.685836	-0.537515
-4.755842	9.665112	-0.537515
-4.721075	9.644389	-0.537515
-4.686307	9.623665	-0.537515
-4.629222	9.572459	-0.706220
-4.599402	9.544884	-0.746294
-4.569582	9.517309	-0.746294
-4.539761	9.489735	-0.746294
-4.509941	9.462160	-0.746294
-4.480121	9.434585	-0.746294
-4.451774	9.405747	-0.759853
-4.407804	9.347663	-0.918729
-4.383410	9.315437	-0.922834
-4.359016	9.283212	-0.922834
-4.334622	9.250987	-0.922834
-4.310228	9.218762	-0.922834
-4.285834	9.186537	-0.922834
-4.265014	9.151931	-0.953568
-4.232103	9.089112	-1.088206
-4.213276	9.053177	-1.088206
-4.194450	9.017243	-1.088206
-4.175623	8.981308	-1.088206
-4.156797	8.945374	-1.088206
-4.137971	8.909439	-1.088206
-4.110554	8.844605	-1.159045
-4.097211	8.806446	-1.217090
-4.083868	8.768287	-1.234416
-4.070525	8.730127	-1.234416
-4.057182	8.691968	-1.234416
-4.043838	8.653808	-1.234416
-4.030495	8.615649	-1.234416
-4.006549	8.546307	-1.237999
-3.996407	8.507084	-1.275954
-3.986266	8.467861	-1.306830
-3.976124	8.428639	-1.317779
-3.965983	8.389416	-1.317779
-3.955842	8.350193	-1.317779
-3.945700	8.310970	-1.317779
-3.935559	8.271747	-1.317779
-3.925418	8.232525	-1.317779
-3.909809	8.158411	-1.356219
-3.903908	8.118302	-1.396670
-3.898008	8.078193	-1.424731
-3.892107	8.038084	-1.424731
-3.886207	7.997976	-1.424731
-3.880306	7.957867	-1.424731
-3.874406	7.917758	-1.424731
-3.863100	7.840908	-1.424731
-3.857570	7.800775	-1.428966
-3.853128	7.760572	-1.443690
-3.848686	7.720369	-1.455920
-3.844243	7.680166	-1.460747
-3.839801	7.639963	-1.460747
-3.835359	7.599759	-1.460747
-3.830917	7.559556	-1.460747
-3.822273	7.481334	-1.460747
