0.000000	0.000000	0.000000	0.000000	0.000000
2.171370	1.283746	1.395191	2.336797	2.119789
2.171370	1.283746	1.395191	2.336797	2.119789
-10.000000	-10.000000	-10.000000	-10.000000	-10.000000
-10.400086	-10.405365	-20.000000	-20.000000	-20.000000
-8.669079	-7.961241	-30.000000	-27.664686	-30.000000
-6.672152	-4.998454	-38.814727	-22.494962	-40.000000
-4.110781	-1.388791	-33.192914	-12.494962	-50.000000
-3.656339	-0.974058	-28.246275	-2.494962	-50.000000
-3.656339	-0.974058	-28.246275	-2.494962	-50.000000
2.222969	3.247320	-25.937883	-2.494962	-43.789066
2.222969	3.247320	-25.937883	-2.494962	-43.789066
-6.437332	-5.151948	-24.054821	1.074560	-50.000000
-8.056082	-6.788112	-27.269964	-1.819370	-50.000000
-3.143978	1.933944	-17.269964	8.180630	-50.000000
-4.133776	-0.235869	-9.414011	12.245985	-50.000000
-2.288238	1.698311	-2.581632	15.067572	-50.000000
2.620286	6.909260	7.418368	22.604288	-49.310942
3.077721	6.208835	15.824929	14.859246	-50.000000
3.077721	6.208835	15.824929	14.859246	-50.000000
3.077721	6.208835	15.824929	14.859246	-50.000000
3.077721	6.208835	15.824929	14.859246	-50.000000
13.077721	16.208835	25.824929	0.736447	-30.000000
15.101598	15.661970	31.467379	-19.263553	-30.000000
5.101598	5.661970	21.467379	-17.603855	-40.000000
-4.898402	-4.338030	11.467379	-15.671709	-50.000000
-8.979450	-14.338030	1.467379	-12.943981	-50.000000
-8.219948	-21.060575	-8.532621	-6.943115	-50.000000
-7.652110	-13.879695	-18.532621	-7.358865	-50.000000
-2.265568	-10.204026	-8.532621	2.471162	-50.000000
-1.541541	-3.670853	-9.006224	2.003503	-50.000000
0.493673	2.357486	-1.957588	3.654069	-50.000000
-0.380076	3.712580	-4.794354	1.202789	-50.000000
-1.857620	2.268918	-9.571913	-0.434969	-50.000000
-3.989049	-1.542833	-18.602728	-2.586539	-50.000000
-0.115743	5.094760	-8.602728	3.282159	-50.000000
-0.047232	4.337341	1.397272	4.324294	-50.000000
-0.324075	3.047654	10.477494	4.473708	-50.000000
1.977139	5.312091	20.477494	7.657175	-43.255587
-0.728376	-0.725094	12.740886	2.337768	-50.000000
-0.908244	-2.971293	7.645326	-0.400964	-50.000000
-0.650124	-3.816071	4.763994	-2.297062	-50.000000
-0.468116	-3.683413	-0.872060	-2.662971	-50.000000
